Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
-69.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-12.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-13.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-14.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-15.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-16.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-17.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-42.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-41.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-40.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-39.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-38.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-37.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-36.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-35.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-34.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-33.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-32.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-31.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-30.50000,-18.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-79.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-78.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-77.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-76.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-75.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-74.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-73.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-72.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-71.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-70.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-69.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-68.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-67.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-66.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-65.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-64.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-63.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-62.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-61.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-60.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-59.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-58.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-57.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-56.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-55.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-54.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-53.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-52.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-51.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-50.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-49.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-48.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-47.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-46.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-45.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-44.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
-43.50000,-19.50000,5.000,0.00000e+00,0.00000e+00,1.0000
